timestamp,gold_type,buy_price,sell_price,update_time
2025-03-23 20:23:53,Vàng 416 (10K),3850,4100,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng PNJ - Phượng Hoàng,9570,9830,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng 916 (22K),8755,9005,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng 610 (14.6K),5755,6005,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng 650 (15.6K),6148,6398,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng 680 (16.3K),6443,6693,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng 375 (9K),3448,3698,Cập nhật ngày: 22/03/2025 08:49
2025-03-23 20:23:53,Vàng 333 (8K),3006,3256,Cập nhật ngày: 22/03/2025 08:49
2025-03-24 12:21:14,Vàng miếng SJC 999.9,9440,9740,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Nhẫn Trơn PNJ 999.9,9570,9830,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng Kim Bảo 999.9,9570,9830,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng Phúc Lộc Tài 999.9,9570,9830,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng nữ trang 999.9,9570,9820,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng nữ trang 999,9560,9810,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng nữ trang 9920,9501,9751,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng nữ trang 99,9482,9732,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 750 (18K),7130,7380,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 585 (14K),5510,5760,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 416 (10K),3850,4100,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng PNJ - Phượng Hoàng,9570,9830,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 916 (22K),8755,9005,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 610 (14.6K),5755,6005,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 650 (15.6K),6148,6398,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 680 (16.3K),6443,6693,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 375 (9K),3448,3698,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 12:21:14,Vàng 333 (8K),3006,3256,Cập nhật ngày: 24/03/2025 08:18
2025-03-24 20:30:58,Vàng miếng SJC 999.9,9510,9760,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Nhẫn Trơn PNJ 999.9,9590,9840,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng Kim Bảo 999.9,9590,9840,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng Phúc Lộc Tài 999.9,9590,9840,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng nữ trang 999.9,9580,9830,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng nữ trang 999,9570,9820,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng nữ trang 9920,9511,9761,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng nữ trang 99,9492,9742,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 750 (18K),7138,7388,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 585 (14K),5516,5766,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 416 (10K),3854,4104,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng PNJ - Phượng Hoàng,9590,9840,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 916 (22K),8764,9014,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 610 (14.6K),5761,6011,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 650 (15.6K),6155,6405,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 680 (16.3K),6449,6699,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 375 (9K),3451,3701,Cập nhật ngày: 24/03/2025 15:43
2025-03-24 20:30:58,Vàng 333 (8K),3009,3259,Cập nhật ngày: 24/03/2025 15:43
2025-03-25 12:21:15,Vàng miếng SJC 999.9,9560,9760,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Nhẫn Trơn PNJ 999.9,9560,9820,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng Kim Bảo 999.9,9560,9820,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng Phúc Lộc Tài 999.9,9560,9820,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng nữ trang 999.9,9560,9810,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng nữ trang 999,9550,9800,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng nữ trang 9920,9492,9742,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng nữ trang 99,9472,9722,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng 750 (18K),7123,7373,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng 585 (14K),5504,5754,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng 416 (10K),3846,4096,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng PNJ - Phượng Hoàng,9560,9820,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng 916 (22K),8746,8996,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng 610 (14.6K),5749,5999,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:15,Vàng 650 (15.6K),6142,6392,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:16,Vàng 680 (16.3K),6436,6686,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:16,Vàng 375 (9K),3444,3694,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 12:21:16,Vàng 333 (8K),3002,3252,Cập nhật ngày: 25/03/2025 11:11
2025-03-25 20:30:22,Vàng miếng SJC 999.9,9590,9790,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Nhẫn Trơn PNJ 999.9,9610,9870,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng Kim Bảo 999.9,9610,9870,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng Phúc Lộc Tài 999.9,9610,9870,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng nữ trang 999.9,9610,9860,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng nữ trang 999,9600,9850,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng nữ trang 9920,9541,9791,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng nữ trang 99,9521,9771,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 750 (18K),7160,7410,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 585 (14K),5533,5783,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 416 (10K),3867,4117,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng PNJ - Phượng Hoàng,9610,9870,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 916 (22K),8792,9042,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 610 (14.6K),5780,6030,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 650 (15.6K),6174,6424,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 680 (16.3K),6470,6720,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 375 (9K),3463,3713,Cập nhật ngày: 25/03/2025 17:16
2025-03-25 20:30:22,Vàng 333 (8K),3019,3269,Cập nhật ngày: 25/03/2025 17:16
2025-03-26 12:20:34,Vàng miếng SJC 999.9,9650,9820,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Nhẫn Trơn PNJ 999.9,9640,9880,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng Kim Bảo 999.9,9640,9880,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng Phúc Lộc Tài 999.9,9640,9880,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng nữ trang 999.9,9620,9870,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng nữ trang 999,9610,9860,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng nữ trang 9920,9551,9801,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng nữ trang 99,9531,9781,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:34,Vàng 750 (18K),7168,7418,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 585 (14K),5539,5789,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 416 (10K),3871,4121,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng PNJ - Phượng Hoàng,9640,9880,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 916 (22K),8801,9051,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 610 (14.6K),5786,6036,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 650 (15.6K),6181,6431,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 680 (16.3K),6477,6727,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 375 (9K),3466,3716,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 12:20:35,Vàng 333 (8K),3022,3272,Cập nhật ngày: 26/03/2025 09:49
2025-03-26 20:30:43,Vàng miếng SJC 999.9,9670,9840,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Nhẫn Trơn PNJ 999.9,9670,9900,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng Kim Bảo 999.9,9670,9900,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng Phúc Lộc Tài 999.9,9670,9900,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng nữ trang 999.9,9640,9890,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng nữ trang 999,9630,9880,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng nữ trang 9920,9571,9821,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng nữ trang 99,9551,9801,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 750 (18K),7183,7433,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 585 (14K),5551,5801,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 416 (10K),3879,4129,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng PNJ - Phượng Hoàng,9670,9900,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 916 (22K),8819,9069,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 610 (14.6K),5798,6048,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 650 (15.6K),6194,6444,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:43,Vàng 680 (16.3K),6490,6740,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:44,Vàng 375 (9K),3474,3724,Cập nhật ngày: 26/03/2025 15:55
2025-03-26 20:30:44,Vàng 333 (8K),3029,3279,Cập nhật ngày: 26/03/2025 15:55
2025-03-27 12:20:45,Vàng miếng SJC 999.9,9670,9840,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Nhẫn Trơn PNJ 999.9,9670,9900,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng Kim Bảo 999.9,9670,9900,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng Phúc Lộc Tài 999.9,9670,9900,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng nữ trang 999.9,9640,9890,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng nữ trang 999,9630,9880,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng nữ trang 9920,9571,9821,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng nữ trang 99,9551,9801,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 750 (18K),7183,7433,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 585 (14K),5551,5801,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 416 (10K),3879,4129,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng PNJ - Phượng Hoàng,9670,9900,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 916 (22K),8819,9069,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 610 (14.6K),5798,6048,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 650 (15.6K),6194,6444,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 680 (16.3K),6490,6740,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 375 (9K),3474,3724,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 12:20:45,Vàng 333 (8K),3029,3279,Cập nhật ngày: 27/03/2025 08:15
2025-03-27 20:30:23,Vàng miếng SJC 999.9,9740,9890,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Nhẫn Trơn PNJ 999.9,9740,9940,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng Kim Bảo 999.9,9740,9940,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng Phúc Lộc Tài 999.9,9740,9940,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng nữ trang 999.9,9680,9930,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng nữ trang 999,9670,9920,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng nữ trang 9920,9611,9861,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng nữ trang 99,9591,9841,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 750 (18K),7213,7463,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 585 (14K),5574,5824,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 416 (10K),3896,4146,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng PNJ - Phượng Hoàng,9740,9940,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 916 (22K),8856,9106,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 610 (14.6K),5822,6072,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 650 (15.6K),6220,6470,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 680 (16.3K),6517,6767,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 375 (9K),3489,3739,Cập nhật ngày: 27/03/2025 16:01
2025-03-27 20:30:23,Vàng 333 (8K),3042,3292,Cập nhật ngày: 27/03/2025 16:01
2025-03-28 12:22:19,Vàng miếng SJC 999.9,9840,10040,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Nhẫn Trơn PNJ 999.9,9840,10040,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng Kim Bảo 999.9,9840,10040,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng Phúc Lộc Tài 999.9,9840,10040,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng nữ trang 999.9,9730,10030,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng nữ trang 999,9770,10020,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng nữ trang 9920,9710,9960,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng nữ trang 99,9690,9940,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 750 (18K),7288,7538,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 585 (14K),5633,5883,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 416 (10K),3938,4188,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng PNJ - Phượng Hoàng,9840,10040,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 916 (22K),8948,9198,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 610 (14.6K),5883,6133,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 650 (15.6K),6285,6535,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 680 (16.3K),6585,6835,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 375 (9K),3526,3776,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 12:22:19,Vàng 333 (8K),3075,3325,Cập nhật ngày: 28/03/2025 09:11
2025-03-28 20:28:48,Vàng miếng SJC 999.9,9820,10020,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Nhẫn Trơn PNJ 999.9,9820,10020,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng Kim Bảo 999.9,9820,10020,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng Phúc Lộc Tài 999.9,9820,10020,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng nữ trang 999.9,9760,10010,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng nữ trang 999,9750,10000,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng nữ trang 9920,9690,9940,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng nữ trang 99,9670,9920,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 750 (18K),7273,7523,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 585 (14K),5621,5871,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 416 (10K),3929,4179,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng PNJ - Phượng Hoàng,9820,10020,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 916 (22K),8929,9179,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 610 (14.6K),5871,6121,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 650 (15.6K),6272,6522,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 680 (16.3K),6572,6822,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 375 (9K),3519,3769,Cập nhật ngày: 28/03/2025 16:28
2025-03-28 20:28:48,Vàng 333 (8K),3068,3318,Cập nhật ngày: 28/03/2025 16:28
2025-03-29 12:19:22,Vàng miếng SJC 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Nhẫn Trơn PNJ 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng Kim Bảo 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng Phúc Lộc Tài 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng nữ trang 999.9,9810,10060,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng nữ trang 999,9800,10050,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng nữ trang 9920,9740,9990,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng nữ trang 99,9719,9969,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 750 (18K),7310,7560,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 585 (14K),5650,5900,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 416 (10K),3950,4200,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng PNJ - Phượng Hoàng,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 916 (22K),8975,9225,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 610 (14.6K),5902,6152,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 650 (15.6K),6304,6554,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 680 (16.3K),6606,6856,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 375 (9K),3538,3788,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 12:19:22,Vàng 333 (8K),3085,3335,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:21,Vàng miếng SJC 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:21,Nhẫn Trơn PNJ 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:21,Vàng Kim Bảo 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:21,Vàng Phúc Lộc Tài 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng nữ trang 999.9,9810,10060,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng nữ trang 999,9800,10050,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng nữ trang 9920,9740,9990,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng nữ trang 99,9719,9969,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 750 (18K),7310,7560,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 585 (14K),5650,5900,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 416 (10K),3950,4200,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng PNJ - Phượng Hoàng,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 916 (22K),8975,9225,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 610 (14.6K),5902,6152,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 650 (15.6K),6304,6554,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 680 (16.3K),6606,6856,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 375 (9K),3538,3788,Cập nhật ngày: 29/03/2025 09:29
2025-03-29 20:24:22,Vàng 333 (8K),3085,3335,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng miếng SJC 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Nhẫn Trơn PNJ 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng Kim Bảo 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng Phúc Lộc Tài 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng nữ trang 999.9,9810,10060,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng nữ trang 999,9800,10050,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng nữ trang 9920,9740,9990,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng nữ trang 99,9719,9969,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng 750 (18K),7310,7560,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng 585 (14K),5650,5900,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:35,Vàng 416 (10K),3950,4200,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng PNJ - Phượng Hoàng,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng 916 (22K),8975,9225,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng 610 (14.6K),5902,6152,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng 650 (15.6K),6304,6554,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng 680 (16.3K),6606,6856,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng 375 (9K),3538,3788,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 12:19:36,Vàng 333 (8K),3085,3335,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng miếng SJC 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Nhẫn Trơn PNJ 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng Kim Bảo 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng Phúc Lộc Tài 999.9,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng nữ trang 999.9,9810,10060,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng nữ trang 999,9800,10050,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng nữ trang 9920,9740,9990,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng nữ trang 99,9719,9969,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng 750 (18K),7310,7560,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng 585 (14K),5650,5900,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng 416 (10K),3950,4200,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:24:59,Vàng PNJ - Phượng Hoàng,9840,10070,Cập nhật ngày: 29/03/2025 09:29
2025-03-30 20:25:00,Vàng 916 (22K),8975,9225,Cập nhật ngày: 29/03/2025 09:29
